Num,Score
100,0.21024198020794715
110,0.2110115853462638
120,0.21009770651751206
130,0.2097740465243545
140,0.21092552308183166
150,0.2105699227938021
160,0.20928509118711378
170,0.20932008443116973
180,0.2112895132190283
190,0.20948143951829545
200,0.20871703410738832
210,0.20994996815848171
220,0.20861556193926717
230,0.20974121717940217
240,0.20840401109726683
250,0.20961353119582005
260,0.21093598043298886
270,0.2094570766213733
280,0.21287358296486658
290,0.20913681534117778
300,0.2102094143758783
310,0.20927258916989286
320,0.20956243435283867
330,0.2088295065510734
340,0.20919204116689813
350,0.20907815996785004
360,0.21082521104491098
370,0.211307881058486
380,0.2105924598177936
390,0.20905932343035144
400,0.21080234189341754
410,0.2093492209603122
420,0.21136747735986222
430,0.21076376289230828
440,0.21103748108931095
450,0.21154690602470044
460,0.2115084312747035
470,0.21069893400354597
480,0.21126480281262414
490,0.21097996876847927
500,0.21302724353232994
510,0.2106005722432924
520,0.21260006044685892
530,0.2139771912372493
540,0.21294913395671403
550,0.21365689718859926
560,0.21153407138970878
570,0.2129936660263035
580,0.210739579790232
590,0.21129089448759536
600,0.21160635568662484
610,0.21303427319901205
620,0.21367442668931733
630,0.2122505958620532
640,0.21207078393696832
650,0.21370829007108125
660,0.21252519768093975
670,0.21173182540266577
680,0.21349834089754266
690,0.21414270359845758
700,0.21176341305651086
710,0.21382116731529466
720,0.21384973324330173
730,0.21442347124370065
740,0.2133661180514413
750,0.21363168659465331
760,0.2126347908069562
770,0.21306961302094504
780,0.21120189267117678
790,0.21234024810161387
800,0.21384203601184573
810,0.21421323126688602
820,0.2138222115313823
830,0.21259517757973004
840,0.2130027354272057
850,0.2143588448390413
860,0.2137355792548703
870,0.21353949899858224
880,0.2147833829379637
890,0.21517986546725135
900,0.21422548467458705
910,0.21599676842353716
920,0.21373738443864945
930,0.21495732571033613
940,0.2141949798531395
950,0.21396533678434929
960,0.2132913657390289
970,0.21535107155849081
980,0.2154414197398944
990,0.21567524125599344
