Num,Score
100,0.21008343078326908
110,0.2111850145593967
120,0.21027457231091792
130,0.21001139303312769
140,0.2094407326180042
150,0.2091447871949136
160,0.20927956258122637
170,0.21067483470090062
180,0.20920918974279165
190,0.20962651773826538
200,0.20941472431191105
210,0.2083795110789391
220,0.20848407006379102
230,0.2089809828199592
240,0.20889413708319646
250,0.21016126957250567
260,0.20955599541586079
270,0.21201310877283536
280,0.21055068009446537
290,0.20848912696414248
300,0.20985845465720035
310,0.21029920595472623
320,0.21027294969090501
330,0.21082376694315294
340,0.2079361669271067
350,0.20811208661427202
360,0.2110499337147549
370,0.21016139240292991
380,0.20904630437064484
390,0.21001055839377206
400,0.2118937722076086
410,0.21041463432345567
420,0.20985329378845216
430,0.21081715841587975
440,0.21227957335613035
450,0.20828194119246807
460,0.21062193861681863
470,0.21111643610862627
480,0.21059819611042693
490,0.20989098526175726
500,0.21169102528022923
510,0.21266388245927562
520,0.21209004201875883
530,0.21201675997092462
540,0.21228382963815065
550,0.21158947669482864
560,0.2114852984976993
570,0.21429784206336333
580,0.2117091205161492
590,0.2128110912857185
600,0.2122385971212553
610,0.21348112989258372
620,0.21311089277828285
630,0.21151498562696636
640,0.21197364363389853
650,0.21112476386993234
660,0.2126607126603646
670,0.21222700230023125
680,0.2133063499701343
690,0.21237202137311353
700,0.2139382075590151
710,0.21423466745568293
720,0.2135577289220688
730,0.21526335535390098
740,0.21255295610725045
750,0.21482401658494057
760,0.2147283312043198
770,0.21275253989916662
780,0.21544598775776927
790,0.2133147885014561
800,0.21344935288484151
810,0.21479793182624013
820,0.2133077490773309
830,0.2124197066118042
840,0.21530080321143963
850,0.21398207910706604
860,0.21427050526324995
870,0.21328519513188932
880,0.21431021011997006
890,0.21396222282875865
900,0.21471253521270486
910,0.21372733863842128
920,0.2146237348559643
930,0.21627842341603878
940,0.21381805218672761
950,0.21343615316905845
960,0.21479626919275877
970,0.21462202011000492
980,0.214153226440007
990,0.21388620150544763
