Num,Score
100,0.21016705810537226
110,0.21056615099639506
120,0.21013606569358526
130,0.2112054063517529
140,0.21141677078975318
150,0.2094993851903455
160,0.20947035508449993
170,0.21000339786217517
180,0.20935225989130105
190,0.2107737123375164
200,0.2081024592226312
210,0.21000106149020822
220,0.209311727772739
230,0.2095963199924132
240,0.209350244129749
250,0.20962812091613814
260,0.2083484723732921
270,0.20929356231250074
280,0.20931941008388338
290,0.20950175867919796
300,0.21082920711766404
310,0.21041682050195032
320,0.2095645618286724
330,0.2108505037927989
340,0.2111530428987632
350,0.20927330993435944
360,0.20954035691425962
370,0.20882879279315517
380,0.20801246198696705
390,0.2104845095690727
400,0.21063562700181815
410,0.21040767751153194
420,0.20897940146025143
430,0.21100896794526705
440,0.20948614691450854
450,0.21228909322360787
460,0.21215210125626735
470,0.2116987847641106
480,0.21084518769200178
490,0.21251054889814833
500,0.21132897496211647
510,0.21096194402498517
520,0.21053094643071585
530,0.2125388146723287
540,0.21144111621519288
550,0.21235260257607205
560,0.21250146595592714
570,0.21152795760707574
580,0.21317125856960495
590,0.21270731015424096
600,0.21345494056391306
610,0.21199293231013822
620,0.21373575118158444
630,0.21218252304376822
640,0.21484530157014908
650,0.2116955936366808
660,0.21293235639014577
670,0.2119734857391899
680,0.21408707607125527
690,0.21419350556252037
700,0.21340029907477093
710,0.2135745379736346
720,0.21270440638195529
730,0.2144753302646563
740,0.21353413473474878
750,0.21165116836165881
760,0.21347261065737744
770,0.21411142896212126
780,0.21222339774515683
790,0.2141022918144987
800,0.21322770260835353
810,0.21475312465941487
820,0.21274777255926802
830,0.21414675381473497
840,0.2125514759191649
850,0.21574499684521597
860,0.21497908393074996
870,0.21572457391444316
880,0.21481542237206994
890,0.21533224767126732
900,0.21446780720930372
910,0.21391828965890272
920,0.21541837736575745
930,0.21547189595900712
940,0.21430511813474692
950,0.21512930569881955
960,0.21523259575166076
970,0.21530167849483625
980,0.2157053808887383
990,0.21628569096587655
